label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
6	155 m/(s^2)	0.6881 N	golf	Data Science	603	650	274	694 m^2	0.2621 m/s	-0.0283		320	0.9643	636	guinea pig
0	507 m/(s^2)	0.5958 N	boxing	Natural Language Processing, Applied Mathematics	538	955	1010	-44 m^2	0.8917 m/s	0.9289	0.6313	398	0.5696	201	rabbit
5	15 m/(s^2)	0.5421 N	soccer	Computer Science, Computational Media	268	-167	326	554 m^2	0.5632 m/s	0.253	-0.0563	946	0.5669	368	ferret
2	795 m/(s^2)	-0.0776 N	soccer	Human Computer Interaction	429	329	1144	282 m^2	0.0528 m/s	0.3627	0.4944	358	-0.3763	1018	reptile
4	789 m/(s^2)	0.8642 N	basketball	Technology and Information Management	976	700	651	328 m^2	0.5044 m/s	0.283	-0.0627	231	0.7683	706	rabbit
4	899 m/(s^2)	0.9038 N	ice hockey	Technology and Information Management	1043	862	566	307 m^2	0.3046 m/s	0.3573	0.1282	126	0.8786	233	hamster
5	-26 m/(s^2)	0.6601 N	football	Robotics Engineering, Computer Science	111	-116	173	708 m^2	0.8712 m/s	0.4294	-0.0061	835	0.3374	358	ferret
6	151 m/(s^2)	0.7635 N	volleyball	Data Science	826	491	587	640 m^2	0.2084 m/s	-0.1997	0.1731	463	0.6459	577	guinea pig
2	795 m/(s^2)	0.1667 N	soccer	Biotechnology	555	832	1070	123 m^2	-0.0448 m/s	0.3129	0.655	301	0.149	946	reptile
1	587 m/(s^2)	0.368 N	badminton	Bioinformatics	131	71	60	958 m^2	0.3761 m/s	0.9042	0.6787	None	0.4544	339	bird
5	159 m/(s^2)	0.5112 N	running	Robotics Engineering, Computational Media	307	173	629	404 m^2	0.461 m/s	0.3377	-0.1348	1163	0.6544	130	ferret
6	69 m/(s^2)	0.5865 N	golf	Data Science	761	506	491	794 m^2	0.044 m/s	-0.1618	0.3568	363	0.9261	631	guinea pig
2	758 m/(s^2)	0.0699 N	soccer	Data Science	575	624	1067	298 m^2	0.1656 m/s	0.0547	0.6621	714	0.2022	872	rat
5	-41 m/(s^2)	0.732 N	running	Robotics Engineering, Computational Media	123	278	510	882 m^2	0.7578 m/s	0.5442	0.1034	1053	0.4785	282	ferret
6	248 m/(s^2)	0.4731 N	golf	Data Science	627	568	430	695 m^2	-0.0025 m/s	0.0611	0.2661	350	0.9457	573	guinea pig
2	852 m/(s^2)	-0.014 N	soccer	Human Computer Interaction, Games and Playable Media	596	555	848	427 m^2	0.176 m/s	0.1377	0.4569	540	0.0974	1044	reptile
1	353 m/(s^2)	0.3767 N	boxing	Bioinformatics	40	409	290	975 m^2	0.2536 m/s	0.6426	0.534	774	0.8105	253	bird
0	361 m/(s^2)	1.1437 N	boxing	Electrical Engineering	258	929	962	38 m^2	0.7849 m/s	0.885	?	456	0.5522	-53	rabbit
0	325 m/(s^2)	0.8918 N	boxing	Statistics	321	795	1071	-41 m^2	0.7576 m/s	0.8821	0.7267	164	0.3078	-108	rabbit
6	89 m/(s^2)	0.5345 N	golf	Data Science	835	546	293	766 m^2	0.2552 m/s	0.005	0.3833	298	0.86	531	guinea pig
5	-116 m/(s^2)	0.6116 N	football	Computational Media	136	185	307	511 m^2	0.9043 m/s	0.3124	0.0414	1114	0.3596	309	rat
5	-103 m/(s^2)	0.5671 N	golf	Robotics Engineering, Computational Media	312	208	392	493 m^2	0.8197 m/s	0.5142	-0.2853	942	0.354	349	ferret
6	101 m/(s^2)	0.6259 N	golf	Data Science	562	320	199	806 m^2	0.1329 m/s	0.0811	0.369	293	0.9178	737	guinea pig
1	558 m/(s^2)	0.3224 N	badminton	?	84	321	56	1043 m^2	0.3832 m/s	0.6993	1.075	890	0.6138	341	rat
4	748 m/(s^2)	0.7232 N	ice hockey	Technology and Information Management	1104	682	672	362 m^2	0.6763 m/s	0.1372	0.0909	149	0.9058	719	hamster
4	917 m/(s^2)	0.7873 N	ice hockey	Technology and Information Management	968	993	935	487 m^2	0.5022 m/s	0.322	0.1241	-124	0.8486	424	hamster
3	1075 m/(s^2)	0.4645 N	badminton	Electrical Engineering, Applied Mathematics	760	208	261	692 m^2	0.7458 m/s	0.91	0.9181	920	0.3416	883	chicken
3	1015 m/(s^2)	0.515 N	track & field	Applied Mathematics, Electrical Engineering, Natural Language Processing	850	377	163	560 m^2	0.8026 m/s	0.9863	0.7399	641	0.288	952	chicken
0	105 m/(s^2)	0.6516 N	boxing	Bioengineering	173	1107	672	26 m^2	0.6678 m/s	0.8026	0.8293	328	0.3368	28	rabbit
0	182 m/(s^2)	0.9388 N	boxing	Bioengineering	306	1145	732	220 m^2	0.8794 m/s	0.9549	0.6643	227	0.2504	-56	rabbit
6	243 m/(s^2)	0.5312 N	golf	Bioinformatics	732	364	485	729 m^2	0.1804 m/s	0.1029	0.3215	389	0.8258	599	guinea pig
0	324 m/(s^2)	0.8899 N	boxing	Bioengineering	336	827	748	21 m^2	0.9011 m/s	0.6225	1.0568	218	0.0051	210	rabbit
0	371 m/(s^2)	0.7327 N	boxing	Bioengineering	476	801	943	34 m^2	0.8029 m/s	0.9052	0.7639	306	0.3628	-22	rabbit
4	702 m/(s^2)	1.0663 N	tennis	Technology and Information Management	979	573	732	374 m^2	0.418 m/s	0.3756	0.1401	-216	0.6286	543	hamster
3	1003 m/(s^2)	0.3244 N	football	Electrical Engineering, Applied Mathematics	636	572	20	570 m^2	0.6929 m/s	0.8099	0.9399	708	0.3201	864	dog
2	751 m/(s^2)	0.1911 N	soccer	Games and Playable Media	N/A	388	911	389 m^2	0.0161 m/s	0.2292	0.3508	326	-0.2604	887	reptile
1	382 m/(s^2)	0.0477 N	baseball	Data Science	23	-21	196	1032 m^2	0.3277 m/s	0.5732	0.6238	394	0.6487	401	bird
0	214 m/(s^2)	0.73 N	boxing	Statistics	273	1102	765	244 m^2	0.7964 m/s	0.9507	0.5865	176	0.143	-32	rabbit
4	827 m/(s^2)	0.9449 N	ice hockey	Technology and Information Management	970	604	690	428 m^2	0.5219 m/s	0.1391	0.0723	-10	0.7066	330	hamster
0	400 m/(s^2)	0.6702 N	boxing	Bioengineering	314	833	714	1 m^2	0.9001 m/s	0.757	0.7587	196	0.2963	-3	rabbit
0	167 m/(s^2)	0.946 N	soccer	Electrical Engineering, Natural Language Processing	438	843	760	-33 m^2	1.0117 m/s	0.7732	0.9947	113	0.3943	-45	rabbit
5		0.5626 N	football	Computational Media, Computer Science	233	84	236	591 m^2	0.6406 m/s	0.4664	0.1113	1003	0.5949	327	ferret
6	228 m/(s^2)	0.5269 N	golf	Data Science	838	510	316	?	0.2564 m/s	-0.1843	0.2985	234	0.9835	414	guinea pig
1	383 m/(s^2)	0.0798 N	baseball	Computer Game Design	40	76	459	883 m^2	0.2632 m/s	0.6951	0.5444	626	0.8135	239	fish
5	107 m/(s^2)	0.4291 N	running	rOBOTICS eNGINEERING	326	372	253	462 m^2	0.6492 m/s	0.5187	-0.1929	1126	0.5418	436	pig
6	159 m/(s^2)	0.4561 N	golf	Data Science	614	413	395	671 m^2	0.2725 m/s	-0.012	0.0516	183	0.8132	761	fish
1	577 m/(s^2)	0.2 N	golf	Computer Engineering, Electrical Engineering	173	490	297	905 m^2	0.4162 m/s	0.5893	0.7119	539	0.6976	281	rat
0	161 m/(s^2)	0.7294 N	boxing	sTATISTICS	368	1160	827	86 m^2	0.8332 m/s	0.7644	0.7477	208	0.4385	47	rabbit
3	1089 m/(s^2)	0.4577 N	tennis	Applied Mathematics, Natural Language Processing	721	516	150	687 m^2	0.7491 m/s	0.966	0.9257	1073	0.6435	994	dog
4	781 m/(s^2)	1.0147 N	soccer	Technology and Information Management	990	760	544	524 m^2	0.3904 m/s	0.2899	0.1705	-14	0.8677	740	HAMSTER
5	-109 m/(s^2)	0.5378 N	running	Computational Media, Robotics Engineering	143	31	155	377 m^2	0.6939 m/s	0.216	0.096	1241	0.6274	228	ferret
0	174 m/(s^2)	0.9499 N	boxing	Statistics	346	1122	1126	-20 m^2	0.8679 m/s	0.9223	0.862	138	0.6643	128	rabbit
5	36 m/(s^2)	0.5207 N	running	Robotics Engineering	93	288	411	562 m^2	0.7611 m/s	0.7944	-0.0211	838	0.4916	302	pig
6	320 m/(s^2)	0.7525 N	golf	Biotechnology	483	360	583	792 m^2	0.3794 m/s	0.0206	0.3404	399	0.7426	535	guinea pig
4	536 m/(s^2)	0.826 N	ice hockey	Technology and Information Management	797	853	511	294 m^2	0.4434 m/s	0.3895	0.1696	143	0.7915	671	reptile
3	944 m/(s^2)	0.3166 N	soccer	Computer Engineering, Applied Mathematics, Electrical Engineering	826	309	-55	692 m^2	0.5672 m/s	1.0496	0.9796	993	0.0532	862	chicken
6	143 m/(s^2)	0.452 N	golf	Data Science	751	413	378	803 m^2	0.2546 m/s	-0.1141	0.3744	205	1.0432	780	guinea pig
5	4 m/(s^2)	0.4949 N	running	Applied Mathematics, Electrical Engineering	291	13	392	678 m^2	0.5873 m/s	0.4064	-0.0207	978	0.5953	619	ferret
5	-49 m/(s^2)	0.7087 N	football	Computational Media	198	271	345	611 m^2	0.6846 m/s	0.39	0.004	1061	0.3914	392	pig
0	209 m/(s^2)	0.7343 N	boxing	Statistics	367	743	823	-267 m^2	0.7614 m/s	1.1844	0.8362	-55	0.4291	223	rabbit
5	-87 m/(s^2)	0.451 N	football	Computer Science, Robotics Engineering	261	209	119	723 m^2	0.7929 m/s	0.4484	0.0824	975	0.458	489	ferret
0	374 m/(s^2)	0.7048 N	boxing	Bioengineering	186	871	871	-76 m^2	0.7867 m/s	1.0024	0.795	187	0.2759	83	rabbit
0	251 m/(s^2)	0.5653 N	None	Robotics Engineering, Computer Science	398	966	898	61 m^2	0.9071 m/s	0.7361	0.9077	417	0.2537	198	rabbit
1	290 m/(s^2)	0.2483 N	volleyball	Bioinformatics	105	220	163	945 m^2	0.2894 m/s	0.5257	0.6419	911	0.6046	385	fish
3	1003 m/(s^2)	0.1495 N	basketball	Electrical Engineering, Applied Mathematics, Natural Language Processing	741	486	-57	649 m^2	0.5207 m/s	1.0736	1.0302	1163	0.3602	721	chicken
4	852 m/(s^2)	0.7667 N	ice hockey	technology and information management	873	963	433	454 m^2	0.5222 m/s	0.2318	0.1377	-31	0.7684	n/a	hamster
1	673 m/(s^2)	0.3125 N	baseball	Computer Game Design	77	231	159	915 m^2	0.313 m/s	0.4611	0.5296	498	0.8911	318	bird
4	801 m/(s^2)	0.8934 N	ice hockey	Technology and Information Management	978	647	552	420 m^2	0.5644 m/s	0.552	0.1653	89	0.8592	679	hamster
4	916 m/(s^2)	0.911 N	ice hockey	Technology and Information Management	1052	491	929	191 m^2	0.4245 m/s	0.1585	-0.0488	299	0.7391	458	hamster
6	158 m/(s^2)	0.552 N	golf	Data Science	516	293	645	770 m^2	0.3621 m/s	0.0568	0.0819	290	0.908	518	guinea pig
4	801 m/(s^2)	0.8654 N	ice hockey	Technology and Information Management	944	810	521	229 m^2	0.4201 m/s	0.2045	0.1477	249	0.7125	394	hamster
1	297 m/(s^2)	0.17 N	badminton	Bioinformatics	-15	235	176	1123 m^2	0.3804 m/s	0.76	1.0025	669	0.7203	163	bird
1	436 m/(s^2)	0.0367 N	volleyball	Bioinformatics	-83	198	428	871 m^2	None	0.6997	0.7093	679	0.6895	458	bird
1	513 m/(s^2)	0.2262 N	baseball	Bioinformatics	3	196	337	699 m^2	0.3845 m/s	0.9921	0.6198	595	0.7231	86	rat
4	667 m/(s^2)	0.8708 N	Ice Hockey	Technology and Information Management	784	959	641	176 m^2	0.369 m/s	0.427	0.1617	168	0.8789	605	HAMSTER
0	315 m/(s^2)	0.9008 N	boxing	Bioengineering	420	1020	909	30 m^2	0.8355 m/s	0.8025	0.7853	301	0.3315	382	rabbit
6	351 m/(s^2)	0.577 N	golf	Data Science	548	439	338	798 m^2	0.2199 m/s	-0.0017	0.0789	364	0.9285	533	guinea pig
4	804 m/(s^2)	0.9573 N	ice hockey	Technology And Information Management	1065	795	632	692 m^2	0.41 m/s	0.1518	0.2526	8	0.8631	528	hamster
1	449 m/(s^2)	0.2706 N	Baseball	Bioinformatics	63	240	238	1020 m^2	0.5305 m/s	0.8506	0.7798	765	0.6077	283	bird
6	127 m/(s^2)	0.6213 N	golf	Data Science	787	398	557	915 m^2	0.1432 m/s	0.141	0.274	433	1.1023	655	guinea pig
0	358 m/(s^2)	0.642 N	BOXING	Statistics	361	784	849	96 m^2	0.9457 m/s	0.7637	0.7498	202	0.5774	-18	rabbit
2	721 m/(s^2)	-0.1521 N	soccer	Biotechnology, Games and Playable Media	831	377	1075	313 m^2	0.0224 m/s	0.1977	0.4061	573	0.0705	785	hamster
0	377 m/(s^2)	0.8386 N	boxing	Statistics	581	803	789	151 m^2	0.8641 m/s	0.8933	0.6754	253	0.1204	123	rabbit
2	667 m/(s^2)	-0.2651 N	boxing	Biotechnology, Human Computer Interaction	420	739	819	356 m^2	0.0119 m/s	0.1339	0.6184	665	0.0217	1131	reptile
5	97 m/(s^2)	0.6485 N	football	Robotics Engineering	193	72	273	510 m^2	0.7241 m/s	0.3421	0.1712	992	0.5819	339	pig
4	867 m/(s^2)	1.0699 N	ICE HOCKEY	human computer interaction	945	807	661	414 m^2	0.373 m/s	0.157	0.1337	108	0.7699	571	hamster
4	603 m/(s^2)	0.9212 N	ice hockey	Technology and Information Management	886	853	714	224 m^2	0.4676 m/s	0.3712	0.0634	194	0.766	578	hamster
0	291 m/(s^2)	0.8666 N	running	Statistics	437	1089	629	-56 m^2	?	0.6478	0.8163	146	0.3448	74	rabbit
5	-1 m/(s^2)	0.3533 N	boxing	Robotics Engineering	321	110	182	584 m^2	0.9154 m/s	0.3904	0.0323	1154	0.5418	384	ferret
4	936 m/(s^2)	0.7903 N	ice hockey	Technology and Information Management	925	930	525	NULL	0.5567 m/s	0.2755	0.1591	61	0.6388	321	hamster
2	722 m/(s^2)	0.0141 N	soccer	Biotechnology	460	706	1044	310 m^2	0.0749 m/s	0.328	0.5964	439	0.0459	842	reptile
0	204 m/(s^2)	0.5448 N	soccer	Bioengineering	473	953	1014	-110 m^2	0.8578 m/s	0.8504	0.6961	152	0.1943	186	rabbit
2	736 m/(s^2)	0.1115 N	soccer	Computer Engineering, Electrical Engineering	301	581	795	148 m^2	0.1158 m/s	0.2135	0.5835	535	0.1332	907	reptile
4	650 m/(s^2)	0.6628 N	golf	Technology and Information Management	970	469	828	184 m^2	0.4924 m/s	0.3397	0.1695	10	0.7402	657	hamster
5	-107 m/(s^2)	0.4584 N	FOOTBALL	Computational Media	292	-179	240	576 m^2	0.7269 m/s	0.5405	0.4224	845	0.5269	385	ferret
5	86 m/(s^2)	0.43 N	football	Computational Media, Computer Science	456	158	406	682 m^2	0.8553 m/s	n/a	0.2192	1327	0.5325	380	ferret
1	415 m/(s^2)	0.3526 N	volleyball	Bioinformatics	69	-95	149	722 m^2	0.1613 m/s	0.6194	0.5924	600	0.6596	97	bird
4	673 m/(s^2)	0.7176 N	ice hockey	Technology and Information Management	954	789	725	358 m^2	0.6089 m/s	0.2224	0.1274	57	0.9318	505	rabbit
6	471 m/(s^2)	0.6621 N	golf	Data Science	436	520	402	1004 m^2	0.1489 m/s	0.1474	0.1522	556	0.8578	662	guinea pig
5	158 m/(s^2)	0.1063 N	running	Computational Media	279	52	162	768 m^2	0.6861 m/s	0.4143	-0.2134	967	0.5221	259	pig
2	684 m/(s^2)	-0.0017 N	soccer	Human Computer Interaction	532	541	1172	356 m^2	NULL	0.6893	0.5745	532	0.0424	883	cat
2	709 m/(s^2)	0.1015 N	soccer	Biotechnology	284	710	1275	279 m^2	0.1074 m/s	0.3837	0.8856	572	-0.1091	919	reptile
2	655 m/(s^2)	0.1292 N	boxing	Games and Playable Media, Human Computer Interaction	669	449	1004	288 m^2	0.0763 m/s	0.2228	0.5804	249	0.2131	931	cat
3	1030 m/(s^2)	0.2082 N	golf	Human Computer Interaction, Biotechnology	922	383	-23	694 m^2	0.5305 m/s	0.8442	0.7726	719	0.3382	788	dog
5	-88 m/(s^2)	0.381 N	running	Computer Science	234	181	264	555 m^2	0.87 m/s	0.4173	-0.1902	1047	0.4999	247	pig
2	784 m/(s^2)	-0.0421 N	soccer	Human Computer Interaction	568	599	1246	366 m^2	0.172 m/s	0.3886	0.3875	572	-0.0133	836	rabbit
2	675 m/(s^2)	-0.0152 N	motor sports	Games and Playable Media	313	554	996	329 m^2	-0.0059 m/s		0.6364	436	0.2012	1077	REPTILE
2	493 m/(s^2)	0.1113 N	soccer	Games and Playable Media, Biotechnology	669	504	835	247 m^2	0.1011 m/s	0.3226	0.4885	251	0.16	1012	reptile
6	162 m/(s^2)	0.5705 N	golf	Data Science	751	296	508	783 m^2	0.239 m/s	-0.1126	0.1537	244	0.9123	501	guinea pig
5	-123 m/(s^2)	0.5256 N	football	Computational Media	316	120	466	597 m^2	0.74 m/s	0.4484	-0.0554	947	0.4445	287	ferret
0	73 m/(s^2)	0.818 N	golf	Biotechnology	393	1123	761	38 m^2	0.8002 m/s	0.933	0.8249	165	0.5345	-7	rabbit
1	351 m/(s^2)	0.1561 N	baseball	Bioinformatics	-184	223	197	730 m^2	0.27 m/s	0.4438	0.5027	843	0.5776	548	rat
5	74 m/(s^2)	0.4563 N	running	Robotics Engineering, Computer Science	192	168	420	515 m^2	0.6867 m/s	0.4853	0.0365	1201	0.6542	?	pig
2	615 m/(s^2)	0.1106 N	soccer	Biotechnology	549	740	889	NULL	0.0225 m/s	0.0833	0.6566	147	-0.1105	818	cat
5	-47 m/(s^2)	0.4991 N	football	Robotics Engineering, Computer Science	5	-43	505	773 m^2	0.7331 m/s	0.4238	0.0765	1118	0.8989	188	pig
0	248 m/(s^2)	0.8685 N	boxing	Statistics	397	1032	680	-3 m^2	1.0251 m/s	0.7751	0.6486	390	0.2138	-157	rabbit
6	118 m/(s^2)	0.5976 N	ice hockey	Data Science	888	597	626	677 m^2	0.2686 m/s	0.194	0.4884	190	1.1977	522	guinea pig
2	666 m/(s^2)	-0.1507 N	soccer	Biotechnology, Games And Playable Media	519	719	800	403 m^2	0.0972 m/s	0.4197	0.5456	606	0.1107	751	cat
5	62 m/(s^2)	0.3519 N	football	Computer Science	104	-34	176	793 m^2	0.8082 m/s	0.4886	-0.0379	1069	0.5294	286	reptile
1	382 m/(s^2)	0.1591 N	volleyball	Bioinformatics	15	-94	197	1058 m^2	0.1515 m/s	0.7229	0.6239	732	0.5512	357	Bird
6	322 m/(s^2)	0.5633 N	Golf	Data Science	709	687	406	789 m^2	0.1378 m/s	0.0983	0.2706	207	0.9472	504	guinea pig
6	345 m/(s^2)	0.6697 N	golf	Data Science	765	611	623	854 m^2	0.1758 m/s	0.021	0.3897	537	0.8773	685	guinea pig
0	593 m/(s^2)	0.7411 N	boxing	Statistics	233	1002	719	-58 m^2	0.9806 m/s	0.9287	0.7817	14	0.1693	-212	rabbit
6	134 m/(s^2)	0.39 N	track & field	Data Science	623	443	415	664 m^2	0.1733 m/s	-0.2511	0.2412	498	0.7785	516	guinea pig
2	709 m/(s^2)	0.0807 N	soccer	Human Computer Interaction	787	516	978	266 m^2	0.2181 m/s	0.2451	0.7153	291	-0.1839	953	cat
5	-36 m/(s^2)	0.5747 N	running	Applied Mathematics, Natural Language Processing, Electrical Engineering	-26	48	322	523 m^2	0.831 m/s	0.5611	-0.012	955	0.4405	442	Ferret
1	401 m/(s^2)	0.0406 N	baseball	Bioinformatics	-94	26	210	901 m^2	0.4399 m/s	0.6243	0.9525	531	0.7445	237	fish
2	796 m/(s^2)	0.0237 N	soccer	bIOTECHNOLOGY	700	489	998	23 m^2	0.2041 m/s	0.3778	0.4121	375	0.3134	918	hamster
3	874 m/(s^2)	0.4199 N	motor sports	Electrical Engineering	817	338	91	884 m^2	0.6087 m/s	1.0351	0.9248	?	0.351	1002	dog
6	152 m/(s^2)	0.5359 N	golf	Data Science	692	421	200	812 m^2	0.2216 m/s	-0.1036	0.2737	466	0.8689	808	guinea pig
6	294 m/(s^2)	0.4614 N	golf	Data Science	717	93	335	941 m^2	0.1291 m/s	0.1401	0.3321	506	1.0352	741	guinea pig
5	99 m/(s^2)	0.3681 N	boxing	Computer Science, Computational Media	285	32	451	466 m^2	0.7074 m/s	0.5649	-0.0212	1065	0.6713	337	chicken
0	178 m/(s^2)	0.6485 N	boxing	Bioengineering	405	896	1088	6 m^2	0.8622 m/s	0.7534	0.8184	505	0.2947	-93	rabbit
0	162 m/(s^2)	0.6458 N	boxing	Robotics Engineering, Computational Media	471	841	857	-94 m^2	0.8397 m/s	0.9084	0.6818	21	0.3964	14	rabbit
5	22 m/(s^2)	0.6415 N	football	Computer Science, Robotics Engineering	221	120	137	483 m^2	0.8287 m/s	0.6919	-0.0119	926	0.4899	230	pig
5	-14 m/(s^2)	0.539 N	running	Biotechnology, Human Computer Interaction	168	262	419	576 m^2	0.652 m/s	0.6123	0.091	1139	0.3809	515	pig
3	970 m/(s^2)	0.392 N	basketball	Computer Engineering	964	540	131	670 m^2	0.5634 m/s	0.5856	0.9279	1013	0.4892	803	DOG
2	646 m/(s^2)	0.0109 N	soccer	Biotechnology, Human Computer Interaction	841	712	1026	208 m^2	0.154 m/s	0.0032	0.3643	527	0.1223	970	reptile
0	None	0.846 N	volleyball	Statistics	500	760	779	68 m^2	0.893 m/s	0.8094	0.7184	298	0.4526	-100	rabbit
6	24 m/(s^2)	0.653 N	golf	Technology and Information Management	471	362	419	714 m^2	0.1744 m/s	0.0585	0.2424	381	1.0886	782	guinea pig
2	497 m/(s^2)	0.0033 N	soccer	Games and Playable Media, Biotechnology	301	415	1023	67 m^2	0.26 m/s	0.4483	0.6864	674	0.2303	790	reptile
1	443 m/(s^2)	0.2481 N	badminton	Bioinformatics	-165	203	320	957 m^2	0.5187 m/s	0.5952	0.6021	633	0.7757	302	fish
0	388 m/(s^2)	0.946 N	boxing	Bioengineering	581	951	948	178 m^2	0.8288 m/s	0.7692	0.9285	189	0.3971	256	rabbit
0	496 m/(s^2)	0.5687 N	boxing	Bioengineering	448	846	781	138 m^2	1.0016 m/s	0.959	0.5715	-19	0.5475	-36	rabbit
0	193 m/(s^2)	0.6822 N	boxing	Statistics	559	999	652	58 m^2	0.7713 m/s	0.9068	0.6956	230	0.2299	174	rabbit
4	727 m/(s^2)	1.0235 N	volleyball	Technology and Information Management	1089	521	508	274 m^2	0.7377 m/s	0.2364	0.2335	283	0.5657	465	hamster
1	426 m/(s^2)	0.2739 N	soccer	Computer Game Design	-8	247	198	1034 m^2	0.4485 m/s	0.752	0.7715	503	0.9497	261	fish
3	899 m/(s^2)	0.4591 N	ice hockey	Computer Engineering, Electrical Engineering	712	550	155	734 m^2	0.4883 m/s	0.647	0.8274	648	0.3303	1204	chicken
3	872 m/(s^2)	0.2801 N	baseball	Applied Mathematics, Computer Engineering	732	363	202	764 m^2	0.515 m/s	1.0037	0.7846	603	0.293	769	chicken
4	568 m/(s^2)	n/a	ice hockey	Technology and Information Management	869	815	539	356 m^2	0.5084 m/s	0.3198	0.0613	-89	0.5773	520	hamster
0	312 m/(s^2)	0.581 N	boxing	Bioengineering		900	845	-67 m^2	0.7569 m/s	0.9659	0.8911	398	0.3208	-40	rabbit
2	650 m/(s^2)	-0.077 N	soccer	Games and Playable Media	542	616	917	111 m^2	-0.0074 m/s	0.0238	0.4676	400	0.2152	971	reptile
1	281 m/(s^2)	0.0857 N	ice hockey	Bioinformatics	-118	167	-10	972 m^2	0.4661 m/s	0.6148	0.6486	824	0.7344	165	fish
3	878 m/(s^2)	0.407 N	tennis	Applied Mathematics, Electrical Engineering, Computer Engineering	709	394	118	663 m^2	0.7551 m/s	N/A	0.8277	608	0.2809	1047	chicken
0	370 m/(s^2)	0.6796 N	ice hockey	Statistics	317	793	806	12 m^2	0.7943 m/s	0.858	0.9503	21	0.2789	42	rabbit
4	730 m/(s^2)	1.1248 N	soccer	Technology and Information Management	892	776	507	388 m^2	0.4883 m/s	0.4903	0.2647	55	0.7534	508	hamster
4	499 m/(s^2)	0.7842 N	ice hockey	Technology and Information Management	827	548	749	415 m^2	0.475 m/s	0.2659	0.0185	163	0.732	528	hamster
6	358 m/(s^2)	0.2812 N	golf	Data Science	771	560	614	830 m^2	0.2995 m/s	0.0514	0.318	480	0.9353	488	guinea pig
2	683 m/(s^2)	0.1179 N	soccer	Games and Playable Media, Biotechnology	507	567	888	328 m^2	0.0768 m/s	0.1872	0.3891	449	0.2264	883	cat
4	697 m/(s^2)	0.6916 N	soccer	Technology and Information Management	989	579	732	447 m^2	0.5986 m/s	0.4176	0.1988	209	0.8894	286	hamster
5	95 m/(s^2)	0.5425 N	running	Computational Media, Computer Science	148	110	322	876 m^2	0.8138 m/s	0.43	-0.0306	996	0.7026	506	pig
4	668 m/(s^2)	0.9649 N	ice hockey	Technology and Information Management	969	729	860	428 m^2	0.3858 m/s	0.327	0.183	137	0.6521	656	hamster
4	628 m/(s^2)	0.7897 N	ice hockey	Data Science	829	799	603	605 m^2	0.4023 m/s	0.4512	0.1928	141	0.6645	883	hamster
2	577 m/(s^2)	-0.038 N	soccer	Biotechnology	624	475	740	286 m^2	-0.0125 m/s	0.2451	0.7279	535	0.0948	986	cat
5	52 m/(s^2)	0.4974 N	football	Robotics Engineering, Computer Science	257	115	310	446 m^2	0.8299 m/s	0.2053	-0.0894	1136	0.299	536	pig
2	644 m/(s^2)	-0.1336 N	soccer	Games and Playable Media, Biotechnology	474	566	1092	239 m^2	0.2301 m/s	0.4161	0.5088	404	0.106	785	guinea pig
6	133 m/(s^2)	0.6907 N	golf	Statistics	859	546	523	823 m^2	0.1652 m/s	0.031	0.2577	307	1.1751	727	guinea pig
2	632 m/(s^2)	-0.0562 N	golf	Games and Playable Media	398	665	1172	349 m^2	0.0129 m/s	0.3436	0.5134	539	-0.1626	851	cat
1	525 m/(s^2)	-0.0827 N	baseball	Computer Game Design	18	332	178	986 m^2	0.076 m/s	0.6784	0.6964	525	0.8881	194	rat
2	609 m/(s^2)	-0.1274 N	soccer	Games and Playable Media	538	539	985	317 m^2	0.1876 m/s	0.0768	0.4163	480	0.0932	900	cat
6	284 m/(s^2)	0.4601 N	golf	Data Science	611	513	451	814 m^2	0.0182 m/s	0.363	0.3164	478	1.0168	570	
1	422 m/(s^2)	0.1977 N	baseball	Computer Game Design	102	10	129	942 m^2	0.5106 m/s	0.6534	0.5887	533	0.7352	262	rat
6	139 m/(s^2)	0.5742 N	golf	Data Science	539	563	618	623 m^2	0.0885 m/s	0.0716	0.2998	331	1.299	747	guinea pig
2	748 m/(s^2)	-0.142 N	basketball	Biotechnology, Human Computer Interaction	718	465	951	202 m^2	0.1609 m/s	0.3215	0.7317	512	0.0705	984	fish
0	304 m/(s^2)	0.8109 N	boxing	Statistics	354	997	576	92 m^2	0.5821 m/s	0.8162	0.6678	231	0.3473	-41	rabbit
4	803 m/(s^2)	0.9991 N	ice hockey	Technology and Information Management	826	785	664	402 m^2	0.3666 m/s	0.2615	0.1252	55	0.6924	432	hamster
1	244 m/(s^2)	0.3545 N	badminton	Computer Game Design	32	183	285	1208 m^2	0.1677 m/s	0.6221	0.8057	540	0.7113	265	bird
6	-98 m/(s^2)	NULL	golf	Data Science	630	402	574	733 m^2	0.2525 m/s	0.21	0.1697	352	0.7547	802	guinea pig
5	100 m/(s^2)	0.6626 N	basketball	Computational Media, Robotics Engineering	263	176	223	540 m^2	0.8653 m/s	0.2573	-0.167	747	0.6206	267	pig
5	-145 m/(s^2)	0.4847 N	football	Robotics Engineering	263	296	488	578 m^2	0.835 m/s	0.6732	-0.1385	865	0.3957	273	pig
